Complaint Number,Status,Date Entered,House Number,ZIP Code,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
4715536,CLOSED,12/04/2017,28-09       ,11102    ,8 STREET                        ,4005565,401,   ,30,ERT  ,12/04/2017,Y1,12/03/2017,11/07/2018 12:00:00 AM
2230692,CLOSED,08/02/2016,258         ,10464    ,CITY ISLAND AVENUE              ,2082461,210,   ,30,ERT  ,08/04/2016,Y1,08/02/2016,11/07/2018 12:00:00 AM
3501862,CLOSED,12/20/2014,208         ,11205    ,SKILLMAN STREET                 ,3055211,303,   ,30,ERT  ,10/09/2018,Y1,10/09/2018,11/07/2018 12:00:00 AM
3571492,CLOSED,08/24/2016,1415        ,11218    ,41 STREET                       ,3124930,312,   ,30,ERT  ,08/24/2016,Y1,08/24/2016,11/07/2018 12:00:00 AM
3401235,CLOSED,01/18/2012,415         ,11222    ,MEEKER AVENUE                   ,3329965,301,   ,73,BKLYN,01/18/2012,Y1,01/13/2012,11/07/2018 12:00:00 AM
4651608,CLOSED,04/30/2016,82-18       ,11373    ,PETTIT AVENUE                   ,4037285,404,   ,45,QNS.,06/22/2016,Y1,06/17/2016,11/07/2018 12:00:00 AM
5132064,CLOSED,12/20/2017,531         ,10310    ,CLOVE ROAD                      ,5008414,501,   ,30,ERT  ,12/20/2017,Y1,12/20/2017,11/07/2018 12:00:00 AM
2208595,CLOSED,02/26/2015,598         ,10467    ,EAST GUN HILL ROAD              ,2018682,207,   ,30,ERT  ,02/26/2015,Y1,02/26/2015,11/07/2018 12:00:00 AM
3401781,CLOSED,01/25/2012,238         ,11207    ,HINSDALE STREET                 ,3084026,305,IBZ,45,ERT  ,01/25/2012,Y1,01/25/2012,11/07/2018 12:00:00 AM
2141473,CLOSED,02/12/2010,1035        ,10459    ,PROSPECT AVENUE                 ,2091954,203,   ,73,BRONX,02/12/2010,Y1,02/11/2010,11/07/2018 12:00:00 AM
3285539,CLOSED,11/03/2008,2838        ,11224    ,WEST   19 STREET                ,3188998,313,   ,30,ERT  ,11/03/2008,Y1,11/03/2008,11/07/2018 12:00:00 AM
4590619,CLOSED,06/11/2014,109-05      ,11412    ,191 STREET                      ,4233817,412,   ,30,ERT  ,07/03/2014,Y1,06/12/2014,11/07/2018 12:00:00 AM
3522077,CLOSED,07/10/2015,2628        ,11235    ,EAST 11 STREET                  ,3204783,315,   ,73,ERT  ,07/10/2015,Y1,07/07/2015,11/07/2018 12:00:00 AM
5113425,CLOSED,12/01/2014,230         ,10307    ,YETMAN AVENUE                   ,5089257,503,   ,30,ERT  ,12/02/2014,Y1,12/02/2014,11/07/2018 12:00:00 AM
2199094,CLOSED,06/06/2014,2114        ,10473    ,LACOMBE AVENUE                  ,2021065,209,   ,30,ERT  ,06/06/2014,Y1,06/06/2014,11/07/2018 12:00:00 AM
2203953,CLOSED,10/10/2014,1825        ,10457    ,ANTHONY AVENUE                  ,2009364,205,   ,30,ERT  ,10/10/2014,Y1,10/10/2014,11/07/2018 12:00:00 AM
2184721,CLOSED,05/03/2013,3979        ,10466    ,WHITE PLAINS ROAD               ,2063008,212,   ,73,ERT  ,05/06/2013,Y1,05/02/2013,11/07/2018 12:00:00 AM
5111457,CLOSED,07/21/2014,294 GARAGE  ,10310    ,BARD AVENUE                     ,5116872,501,   ,30,ERT  ,07/22/2014,Y1,07/22/2014,11/07/2018 12:00:00 AM
2266066,CLOSED,08/02/2018,1056 GARAGE ,10466    ,EAST 223 STREET                 ,2128016,212,   ,30,ERT  ,08/03/2018,Y1,08/02/2018,11/07/2018 12:00:00 AM
3634154,CLOSED,01/10/2018,360         ,11249    ,BEDFORD AVENUE                  ,3063251,301,   ,30,ERT  ,01/10/2018,Y1,01/08/2018,11/07/2018 12:00:00 AM
2140387,CLOSED,01/16/2010,2270        ,10468    ,SEDGEWICK AVENUE                ,2014928,207,   ,30,ERT  ,01/16/2010,Y1,01/16/2010,11/07/2018 12:00:00 AM
3624744,CLOSED,10/23/2017,19          ,11206    ,FAYETTE STREET                  ,3327993,304,   ,4A,SPOPS,10/23/2017,Y1,08/28/2017,11/07/2018 12:00:00 AM
2204033,CLOSED,10/14/2014,1823        ,10457    ,ANTHONY AVENUE                  ,2009365,205,   ,37,ERT  ,10/14/2014,Y1,10/10/2014,11/07/2018 12:00:00 AM
4444957,CLOSED,05/19/2010,86-34       ,11421    ,  77 STREET                     ,4181008,409,   ,45,QNS.,05/25/2010,Y1,05/19/2010,11/07/2018 12:00:00 AM
3329830,CLOSED,01/14/2010,373         ,11238    ,PROSPECT PLACE                  ,3028570,308,   ,73,BKLYN,01/14/2010,Y1,01/12/2010,11/07/2018 12:00:00 AM
4570577,CLOSED,12/29/2013,108-18      ,11435    ,SUTPHIN BOULEVARD               ,4258239,412,   ,30,ERT  ,12/30/2013,Y1,12/29/2013,11/07/2018 12:00:00 AM
3310714,CLOSED,07/03/2009,1342        ,11233    ,HERKIMER STREET                 ,3379523,316,   ,84,ERT  ,07/06/2009,Y1,07/03/2009,11/07/2018 12:00:00 AM
4683893,CLOSED,03/05/2017,110-16      ,11419    ,LIBERTY AVENUE                  ,4202409,410,   ,30,ERT  ,03/05/2017,Y1,03/05/2017,11/07/2018 12:00:00 AM
4718242,CLOSED,12/31/2017,46-26       ,11385    ,METROPOLITAN AVENUE             ,4437679,405,IBZ,30,ERT  ,01/01/2018,Y1,12/31/2017,11/07/2018 12:00:00 AM
3336897,CLOSED,03/26/2010,13          ,11235    ,BRIGHTON    5 PLACE             ,3244437,313,   ,37,ERT  ,03/30/2010,Y1,03/26/2010,11/07/2018 12:00:00 AM
4743962,CLOSED,08/15/2018,86-11       ,11432    ,KINGSTON PLACE                  ,4211238,408,   ,30,ERT  ,08/15/2018,Y1,08/15/2018,11/07/2018 12:00:00 AM
2239098,CLOSED,02/08/2017,135         ,10464    ,CITY ISLAND AVENUE              ,2081849,210,   ,30,ERT  ,02/13/2017,Y1,02/10/2017,11/07/2018 12:00:00 AM
5119835,CLOSED,02/21/2016,35          ,10303    ,WRIGHT AVENUE                   ,5026656,501,   ,30,ERT  ,02/22/2016,Y1,02/20/2016,11/07/2018 12:00:00 AM
3456145,CLOSED,09/12/2013,139         ,11205    ,VANDERBILT AVENUE               ,3054248,302,   ,30,ERT  ,09/12/2013,Y1,09/12/2013,11/07/2018 12:00:00 AM
3667507,CLOSED,09/15/2018,16          ,11236    ,MATTHEWS PLACE                  ,3233481,318,   ,30,ERT  ,09/16/2018,Y1,09/15/2018,11/07/2018 12:00:00 AM
3378966,CLOSED,05/28/2011,34          ,11221    ,KOSSUTH PLACE                   ,3820479,304,   ,30,ERT  ,05/28/2011,Y1,05/27/2011,11/07/2018 12:00:00 AM
3633057,CLOSED,12/29/2017,220 A       ,11233    ,PATCHEN AVENUE                  ,3046931,303,   ,30,ERT  ,01/17/2018,Y1,01/16/2018,11/07/2018 12:00:00 AM
2164351,CLOSED,09/16/2011,1906        ,10457    ,BATHGATE AVENUE                 ,2011432,206,   ,30,ERT  ,09/17/2011,Y1,09/16/2011,11/07/2018 12:00:00 AM
2202950,CLOSED,09/12/2014,1042        ,10456    ,WASHINGTON AVENUE               ,2001258,203,   ,30,ERT  ,09/12/2014,Y1,09/12/2014,11/07/2018 12:00:00 AM
4567447,CLOSED,12/04/2013,91-28       ,11428    ,WINCHESTER BOULEVARD            ,4229576,413,   ,30,ERT  ,12/11/2013,Y1,12/05/2013,11/07/2018 12:00:00 AM
3626093,CLOSED,11/02/2017,1018        ,11236    ,EAST 93 STREET                  ,3229222,318,   ,45,BKLYN,11/03/2017,Y1,11/02/2017,11/07/2018 12:00:00 AM
4706149,CLOSED,09/13/2017,104-20      ,11417    ,LIBERTY AVENUE                  ,4202100,410,   ,30,ERT  ,09/13/2017,Y1,09/13/2017,11/07/2018 12:00:00 AM
1465047,CLOSED,11/09/2017,300         ,10128    ,EAST 96 STREET                  ,1050341,108,   ,30,SPOPS,11/28/2017,Y1,11/28/2017,11/07/2018 12:00:00 AM
5133459,CLOSED,03/24/2018,13          ,10303    ,MORNINGSTAR ROAD                ,5026159,501,   ,10,ERT  ,03/24/2018,Y1,03/24/2018,11/07/2018 12:00:00 AM
2227367,CLOSED,05/27/2016,1869        ,10473    ,LACOMBE AVENUE                  ,2021485,209,   ,18,ERT  ,05/27/2016,Y1,05/26/2016,11/07/2018 12:00:00 AM
2191433,CLOSED,10/28/2013,2860        ,10458    ,VALENTINE AVENUE                ,2017075,207,   ,30,ERT  ,10/28/2013,Y1,10/27/2013,11/07/2018 12:00:00 AM
4678767,CLOSED,01/12/2017,3           ,11691    ,BEATRICE COURT                  ,4300381,414,   ,30,ERT  ,01/12/2017,Y1,01/12/2017,11/07/2018 12:00:00 AM
3472522,CLOSED,03/14/2014,1139        ,11230    ,EAST 13 STREET                  ,3180339,314,   ,45,ERT  ,03/15/2014,Y1,03/14/2014,11/07/2018 12:00:00 AM
2254895,CLOSED,12/27/2017,3132        ,10467    ,DECATUR AVENUE                  ,2018529,207,   ,30,ERT  ,12/27/2017,Y1,12/27/2017,11/07/2018 12:00:00 AM
3360826,CLOSED,11/12/2010,613         ,11215    ,   5 AVENUE                     ,3016453,307,   ,30,ERT  ,12/08/2010,Y1,11/15/2010,11/07/2018 12:00:00 AM
1232521,CLOSED,08/01/2008,564         ,10033    ,WEST  182 STREET                ,1063645,112,   ,10,ERT  ,08/01/2008,Y1,07/31/2008,11/07/2018 12:00:00 AM
5123119,CLOSED,08/19/2016,228         ,10301    ,BENZIGER AVENUE                 ,5000965,501,   ,30,ERT  ,08/19/2016,Y1,08/18/2016,11/07/2018 12:00:00 AM
3444212,CLOSED,05/12/2013,1366 GARAGE ,11230    ,EAST 19 STREET                  ,3369402,314,   ,45,ERT  ,06/12/2013,Y1,06/11/2013,11/07/2018 12:00:00 AM
3572822,CLOSED,09/04/2016,881 A       ,11221    ,LAFAYETTE AVENUE                ,3043354,303,   ,30,ERT  ,09/04/2016,Y1,09/04/2016,11/07/2018 12:00:00 AM
1368271,CLOSED,03/27/2014,1645        ,10035    ,PARK AVENUE                     ,1052321,111,   ,30,MAN.,03/28/2014,Y1,03/27/2014,11/07/2018 12:00:00 AM
3478722,CLOSED,05/13/2014,560         ,11225    ,EAST NEW YORK AVENUE            ,3106555,309,   ,30,ERT  ,05/13/2014,Y1,05/13/2014,11/07/2018 12:00:00 AM
4434538,CLOSED,02/16/2010,13-58       ,11691    ,CHANDLER STREET                 ,4299526,414,   ,30,ERT  ,02/17/2010,Y1,02/16/2010,11/07/2018 12:00:00 AM
1441122,CLOSED,01/13/2017,140         ,10002    ,HENRY STREET                    ,1003260,103,   ,5A,MAN.,01/27/2017,Y1,01/27/2017,11/07/2018 12:00:00 AM
3616239,CLOSED,08/23/2017,29          ,11211    ,BUSHWICK AVENUE                 ,3338329,301,   ,30,ERT  ,08/24/2017,Y1,08/23/2017,11/07/2018 12:00:00 AM
3538542,CLOSED,11/24/2015,120         ,11249    ,SOUTH 4 STREET                  ,3063429,301,   ,4B,SEP  ,04/01/2016,Y1,04/01/2016,11/07/2018 12:00:00 AM
4493327,CLOSED,09/07/2011,126-63      ,11368    ,  37 AVENUE                     ,4045039,407,   ,05,QNS.,09/07/2011,Y1,09/07/2011,11/07/2018 12:00:00 AM
2125559,CLOSED,01/26/2009,927         ,10469    ,EAST  213 STREET                ,2058776,212,   ,73,BRONX,01/27/2009,Y1,01/26/2009,11/07/2018 12:00:00 AM
4742909,CLOSED,08/07/2018,24-38       ,11370    ,82 STREET                       ,4022888,403,   ,4A,SPOPS,08/15/2018,Y1,08/15/2018,11/07/2018 12:00:00 AM
3380828,CLOSED,06/14/2011,232         ,11207    ,HINSDALE STREET                 ,3084023,305,IBZ,30,ERT  ,06/15/2011,Y1,06/14/2011,11/07/2018 12:00:00 AM
2258295,CLOSED,03/04/2018,742         ,10466    ,EAST 228 STREET                 ,2063535,212,   ,30,ERT  ,03/04/2018,Y1,03/04/2018,11/07/2018 12:00:00 AM
1327313,CLOSED,06/15/2012,525         ,10032    ,WEST 173 STREET                 ,1063146,112,   ,30,ERT  ,06/19/2012,Y1,06/15/2012,11/07/2018 12:00:00 AM
3515515,CLOSED,05/18/2015,17          ,11209    ,86 STREET                       ,3152334,310,   ,30,ERT  ,05/18/2015,Y1,05/18/2015,11/07/2018 12:00:00 AM
2236616,CLOSED,12/13/2016,2854        ,10458    ,BRIGGS AVENUE                   ,2016898,207,   ,30,ERT  ,12/13/2016,Y1,12/13/2016,11/07/2018 12:00:00 AM
5124350,CLOSED,10/27/2016,209         ,10302    ,PARK AVENUE                     ,5125874,501,   ,1Z,EXEC ,10/31/2016,Y1,10/31/2016,11/07/2018 12:00:00 AM
4587103,CLOSED,05/02/2014,135-34      ,11422    ,234 STREET                      ,4282988,413,   ,30,ERT  ,05/05/2014,Y1,05/02/2014,11/07/2018 12:00:00 AM
3513667,CLOSED,05/04/2015,708         ,11207    ,VERMONT STREET                  ,3096513,305,   ,30,ERT  ,05/04/2015,Y1,05/04/2015,11/07/2018 12:00:00 AM
4718293,CLOSED,01/02/2018,103-25      ,11419    ,113 STREET                      ,4201892,410,   ,30,ERT  ,01/02/2018,Y1,01/01/2018,11/07/2018 12:00:00 AM
1241110,CLOSED,11/03/2008,104         ,10035    ,EAST  124 STREET                ,1803298,111,   ,10,ERT  ,11/03/2008,Y1,11/05/2007,11/07/2018 12:00:00 AM
2263307,CLOSED,06/12/2018,1236        ,10472    ,EVERGREEN AVENUE                ,2025055,209,   ,71,BRONX,08/10/2018,Y1,08/08/2018,11/07/2018 12:00:00 AM
3507665,CLOSED,03/04/2015,1           ,11213    ,JEWEL MCCOY LANE                ,3048136,303,   ,4A,SPOPS,11/25/2015,Y1,03/27/2015,11/07/2018 12:00:00 AM
3668757,CLOSED,09/24/2018,16          ,11229    ,ASTER COURT                     ,3249807,315,   ,30,ERT  ,09/25/2018,Y1,09/24/2018,11/07/2018 12:00:00 AM
4649681,CLOSED,04/12/2016,114-30      ,11436    ,145 STREET                      ,4259250,412,   ,10,ERT  ,04/19/2016,Y1,04/12/2016,11/07/2018 12:00:00 AM
2155057,CLOSED,01/24/2011,2019        ,10457    ,VALENTINE AVENUE                ,2013555,205,   ,31,BRONX,01/25/2011,Y1,01/24/2011,11/07/2018 12:00:00 AM
5106828,CLOSED,10/08/2013,189         ,10310    ,NORTH BURGHER AVENUE            ,5004619,501,   ,73,ERT  ,10/09/2013,Y1,10/09/2013,11/07/2018 12:00:00 AM
3422269,CLOSED,08/24/2012,473         ,11205    ,LAFAYETTE AVENUE                ,3055453,303,   ,73,ERT  ,08/24/2012,Y1,08/24/2012,11/07/2018 12:00:00 AM
4670960,CLOSED,10/20/2016,134-10      ,11434    ,FARMERS BOULEVARD               ,4270585,412,   ,45,QNS.,10/21/2016,Y1,10/20/2016,11/07/2018 12:00:00 AM
3622403,CLOSED,10/06/2017,387         ,11215    ,11 STREET                       ,3022641,306,   ,30,ERT  ,10/06/2017,Y1,10/06/2017,11/07/2018 12:00:00 AM
4472010,CLOSED,02/11/2011,210-05      ,11429    ,HOLLIS AVENUE                   ,4233733,413,   ,45,QNS.,02/11/2011,Y1,02/10/2011,11/07/2018 12:00:00 AM
3491356,CLOSED,09/03/2014,14 REAR     ,11221    ,STARR STREET                    ,3326269,304,   ,37,ERT  ,09/21/2014,Y1,09/19/2014,11/07/2018 12:00:00 AM
4729204,CLOSED,04/16/2018,14-22       ,11691    ,WHEATLEY STREET                 ,4297886,414,   ,30,ERT  ,04/16/2018,Y1,04/16/2018,11/07/2018 12:00:00 AM
4427382,CLOSED,12/04/2009,97-14       ,11416    ,  81 STREET                     ,4188108,409,   ,29,QNS.,12/09/2009,Y1,12/08/2009,11/07/2018 12:00:00 AM
3596254,CLOSED,03/24/2017,1744 GARAGE ,11234    ,EAST 48 STREET                  ,3406310,318,   ,10,ERT  ,03/26/2017,Y1,03/24/2017,11/07/2018 12:00:00 AM
3632299,CLOSED,12/21/2017,177         ,11207    ,ASHFORD STREET                  ,3087947,305,   ,30,ERT  ,12/21/2017,Y1,12/21/2017,11/07/2018 12:00:00 AM
2270074,CLOSED,10/16/2018,3311        ,10469    ,EDSON AVENUE                    ,2065402,212,   ,30,ERT  ,10/16/2018,Y1,10/16/2018,11/07/2018 12:00:00 AM
3552472,CLOSED,03/29/2016,238         ,11221    ,PALMETTO STREET                 ,3076623,304,   ,73,BKLYN,03/29/2016,Y1,03/28/2016,11/07/2018 12:00:00 AM
2245449,CLOSED,06/23/2017,1136        ,10472    ,OLMSTEAD AVENUE                 ,2026454,209,   ,30,ERT  ,06/23/2017,Y1,06/22/2017,11/07/2018 12:00:00 AM
4610511,CLOSED,02/03/2015,37-20 REAR  ,11372    ,76 STREET                       ,4545797,403,   ,03,ERT  ,02/05/2015,Y1,02/04/2015,11/07/2018 12:00:00 AM
4581480,CLOSED,03/17/2014,87-46       ,11418    ,126 STREET                      ,4196142,409,   ,2B,QNS.,03/18/2014,Y1,03/17/2014,11/07/2018 12:00:00 AM
4459193,CLOSED,09/23/2010,148-03      ,11355    ,KALMIA AVENUE                   ,4123652,407,   ,73,QNS.,09/27/2010,Y1,09/23/2010,11/07/2018 12:00:00 AM
4403098,CLOSED,06/05/2009,220-01      ,11429    ,HEMPSTEAD AVENUE                ,4230929,413,   ,73,QNS.,07/17/2012,Y1,07/17/2012,11/07/2018 12:00:00 AM
2214959,CLOSED,08/03/2015,1128        ,10472    ,ST LAWRENCE AVENUE              ,2024253,209,   ,30,ERT  ,08/03/2015,Y1,08/03/2015,11/07/2018 12:00:00 AM
4710397,CLOSED,10/16/2017,56-17       ,11365    ,187 STREET                      ,4128227,411,   ,4A,SPOPS,02/01/2018,Y1,10/14/2017,11/07/2018 12:00:00 AM
3634018,CLOSED,01/09/2018,337         ,11226    ,LENOX ROAD                      ,3396954,317,   ,30,ERT  ,01/09/2018,Y1,01/09/2018,11/07/2018 12:00:00 AM
3491521,CLOSED,09/04/2014,784         ,11221    ,QUINCY STREET                   ,3044544,303,   ,37,ERT  ,09/05/2014,Y1,09/04/2014,11/07/2018 12:00:00 AM
5133620,CLOSED,04/02/2018,3752        ,10306    ,RICHMOND ROAD                   ,5121942,503,   ,30,ERT  ,04/03/2018,Y1,04/02/2018,11/07/2018 12:00:00 AM
2164231,CLOSED,09/14/2011,1545        ,10457    ,SELWYN AVENUE                   ,2007811,204,   ,73,BRONX,09/14/2011,Y1,09/13/2011,11/07/2018 12:00:00 AM
3660883,CLOSED,08/04/2018,191         ,11207    ,MALTA STREET                    ,3097654,305,IBZ,1X,BKLYN,08/04/2018,Y1,07/31/2018,11/07/2018 12:00:00 AM
1399306,CLOSED,06/26/2015,128         ,10001    ,WEST 26 STREET                  ,1015022,104,   ,4C,EXCAV,06/26/2015,Y1,06/26/2015,11/07/2018 12:00:00 AM
2232696,CLOSED,09/13/2016,2662        ,10463    ,KINGSBRIDGE TERRACE             ,2015137,207,   ,30,ERT  ,09/13/2016,Y1,09/13/2016,11/07/2018 12:00:00 AM
4635429,CLOSED,10/29/2015,42-15       ,11377    ,69 STREET                       ,4031867,402,   ,30,ERT  ,10/30/2015,Y1,10/29/2015,11/07/2018 12:00:00 AM
5114623,CLOSED,03/16/2015,4271        ,10308    ,AMBOY ROAD                      ,5144918,503,   ,30,ERT  ,03/16/2015,Y1,03/16/2015,11/07/2018 12:00:00 AM
3556183,CLOSED,04/27/2016,1905        ,11233    ,ATLANTIC AVENUE                 ,3042320,303,   ,74,BKLYN,05/04/2017,Y1,05/03/2017,11/07/2018 12:00:00 AM
3538836,CLOSED,11/28/2015,404         ,11203    ,EAST 49 STREET                  ,3102049,317,   ,30,ERT  ,01/30/2017,Y1,01/30/2017,11/07/2018 12:00:00 AM
3673882,CLOSED,11/01/2018,185         ,11213    ,UTICA AVENUE                    ,3036275,308,   ,30,ERT  ,11/01/2018,Y1,11/01/2018,11/07/2018 12:00:00 AM
5083261,CLOSED,02/08/2010,118         ,10306    ,TIMBER RIDGE DRIVE              ,5123019,503,   ,30,ST.IS,02/08/2010,Y1,02/08/2010,11/07/2018 12:00:00 AM
2138272,CLOSED,11/23/2009,1306        ,10456    ,FINDLAY AVENUE                  ,2007033,204,   ,30,ERT  ,11/23/2009,Y1,11/23/2009,11/07/2018 12:00:00 AM
2258192,CLOSED,03/02/2018,4683        ,10458    ,PARK AVENUE                     ,2011229,206,   ,30,ERT  ,03/02/2018,Y1,03/02/2018,11/07/2018 12:00:00 AM
2215705,CLOSED,08/22/2015,6111 GARAGE ,10471    ,FIELDSTON ROAD                  ,2124105,208,   ,73,BRONX,08/22/2015,Y1,08/13/2015,11/07/2018 12:00:00 AM
3596918,CLOSED,03/30/2017,49          ,11213    ,ALBANY AVENUE                   ,3047943,303,   ,30,ERT  ,03/30/2017,Y1,03/30/2017,11/07/2018 12:00:00 AM
4741385,CLOSED,07/25/2018,54-11       ,11378    ,ANDREWS AVENUE                  ,4432277,405,   ,30,ERT  ,07/25/2018,Y1,07/24/2018,11/07/2018 12:00:00 AM
1227950,CLOSED,06/16/2008,2331        ,10035    ,   2 AVENUE                     ,1054560,111,   ,05,MAN.,11/18/2008,Y1,11/18/2008,11/07/2018 12:00:00 AM
4724485,CLOSED,03/02/2018,226-20      ,11413    ,138 AVENUE                      ,4282269,413,   ,30,ERT  ,03/02/2018,Y1,03/02/2018,11/07/2018 12:00:00 AM
2247110,CLOSED,07/26/2017,3140        ,10467    ,DECATUR AVENUE                  ,2018533,207,   ,30,ERT  ,07/26/2017,Y1,07/26/2017,11/07/2018 12:00:00 AM
3528667,CLOSED,09/01/2015,2136 GARAGE ,11223    ,EAST 5 STREET                   ,3409883,315,   ,30,ERT  ,09/02/2015,Y1,09/02/2015,11/07/2018 12:00:00 AM
4662934,CLOSED,08/14/2016,221-30      ,11429    ,111 AVENUE                      ,4241523,413,   ,30,ERT  ,08/14/2016,Y1,08/13/2016,11/07/2018 12:00:00 AM
3513794,CLOSED,05/04/2015,1716 GARAGE ,11213    ,PRESIDENT STREET                ,3351682,309,   ,30,ERT  ,05/06/2015,Y1,05/06/2015,11/07/2018 12:00:00 AM
3624568,CLOSED,10/23/2017,1216        ,11207    ,HALSEY STREET                   ,3078865,304,   ,30,ERT  ,10/23/2017,Y1,10/23/2017,11/07/2018 12:00:00 AM
4723518,CLOSED,02/22/2018,35-17       ,11372    ,92 STREET                       ,4036115,403,   ,73,QNS.,03/08/2018,Y1,02/22/2018,11/07/2018 12:00:00 AM
3617140,CLOSED,08/30/2017,1665        ,11207    ,BROADWAY                        ,3079400,304,   ,30,ERT  ,08/30/2017,Y1,08/30/2017,11/07/2018 12:00:00 AM
4564084,CLOSED,10/31/2013,89-11       ,11427    ,HOLLIS COURT BOULEVARD          ,4225757,413,   ,30,ERT  ,10/31/2013,Y1,10/31/2013,11/07/2018 12:00:00 AM
4714141,CLOSED,11/19/2017,90-16       ,11423    ,195 STREET                      ,4222292,412,   ,37,ERT  ,11/19/2017,Y1,11/18/2017,11/07/2018 12:00:00 AM
2254505,CLOSED,12/17/2017,1686        ,10457    ,CLAY AVENUE                     ,2009327,204,   ,30,ERT  ,12/17/2017,Y1,12/17/2017,11/07/2018 12:00:00 AM
3628753,CLOSED,11/24/2017,1928        ,11230    ,CONEY ISLAND AVENUE             ,3175214,312,   ,30,ERT  ,11/27/2017,Y1,11/26/2017,11/07/2018 12:00:00 AM
3437247,CLOSED,02/26/2013,235         ,11207    ,ARLINGTON AVENUE                ,3087035,305,   ,30,ERT  ,02/26/2013,Y1,02/26/2013,11/07/2018 12:00:00 AM
3603399,CLOSED,05/21/2017,3216        ,11210    ,AVENUE I                        ,3207203,318,   ,30,ERT  ,05/22/2017,Y1,05/21/2017,11/07/2018 12:00:00 AM
3338850,CLOSED,04/14/2010,2116        ,11214    ,  78 STREET                     ,3162339,311,   ,30,BKLYN,04/14/2010,Y1,04/14/2010,11/07/2018 12:00:00 AM
5122947,CLOSED,08/10/2016,344         ,10301    ,WESTERVELT AVENUE               ,5000820,501,   ,1Z,EXEC ,08/10/2016,Y1,07/27/2016,11/07/2018 12:00:00 AM
3593425,CLOSED,02/28/2017,49          ,11207    ,WILLIAMS AVENUE                 ,3083469,305,IBZ,30,ERT  ,03/01/2017,Y1,02/28/2017,11/07/2018 12:00:00 AM
3346296,CLOSED,06/25/2010,2124        ,11234    ,MILL AVENUE                     ,3334405,318,   ,73,BKLYN,06/25/2010,Y1,06/25/2010,11/07/2018 12:00:00 AM
3320478,CLOSED,10/05/2009,160         ,11231    ,IMLAY STREET                    ,3336460,306,   ,73,BKLYN,10/05/2009,Y1,08/27/2009,11/07/2018 12:00:00 AM
2149700,CLOSED,09/01/2010,1757        ,10453    ,UNDERCLIFF AVENUE               ,2009206,205,   ,37,ERT  ,09/02/2010,Y1,09/01/2010,11/07/2018 12:00:00 AM
2256511,CLOSED,01/27/2018,1830 GARAGE ,10462    ,FOWLER AVENUE                   ,2105646,211,   ,30,ERT  ,01/28/2018,Y1,01/27/2018,11/07/2018 12:00:00 AM
3473132,CLOSED,03/20/2014,168         ,11207    ,SUNNYSIDE AVENUE                ,3086406,305,   ,30,ERT  ,03/21/2014,Y1,03/21/2014,11/07/2018 12:00:00 AM
2233746,CLOSED,10/06/2016,727         ,10454    ,EAST 141 STREET                 ,2003861,201,   ,30,ERT  ,10/06/2016,Y1,10/06/2016,11/07/2018 12:00:00 AM
3406776,CLOSED,03/23/2012,2254        ,11234    ,EAST 66 STREET                  ,3243447,318,   ,30,ERT  ,03/23/2012,Y1,03/23/2012,11/07/2018 12:00:00 AM
3657344,CLOSED,07/11/2018,1082        ,11221    ,BUSHWICK AVENUE                 ,3076531,304,   ,1X,BKLYN,07/11/2018,Y1,07/11/2018,11/07/2018 12:00:00 AM
